,REF_DATE,GEO,DGUID,Offences,Age_of_accused,Sex_of_accused,Charge_and_case,Type_of_decision,VECTOR,COORDINATE,VALUE
184,2019,Manitoba,2016A000246,Break and enter,12 to 15 years,Sex unknown,Related charges,Guilty,v60358164,8.17.2.5.5.3,23.0
185,2019,Manitoba,2016A000246,Break and enter,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61312462,8.17.2.5.5.4,0.37
186,2019,Manitoba,2016A000246,Break and enter,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60358166,8.17.2.5.5.6,39.0
187,2019,Manitoba,2016A000246,Break and enter,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60358332,8.17.3.5.3.3,2.0
188,2019,Manitoba,2016A000246,Break and enter,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61312480,8.17.3.5.3.4,0.33
189,2019,Manitoba,2016A000246,Break and enter,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60358334,8.17.3.5.3.6,4.0
190,2019,Manitoba,2016A000246,Break and enter,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60358338,8.17.3.5.4.3,20.0
191,2019,Manitoba,2016A000246,Break and enter,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312481,8.17.3.5.4.4,0.57
192,2019,Manitoba,2016A000246,Break and enter,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60358340,8.17.3.5.4.6,15.0
193,2019,Manitoba,2016A000246,Break and enter,16 and 17 years,Sex unknown,Related charges,Guilty,v60358344,8.17.3.5.5.3,4.0
194,2019,Manitoba,2016A000246,Break and enter,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61312482,8.17.3.5.5.4,0.14
195,2019,Manitoba,2016A000246,Break and enter,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60358346,8.17.3.5.5.6,24.0
196,2019,Manitoba,2016A000246,Fraud,12 to 15 years,Sex unknown,Single-charge cases,Guilty,v60359172,8.18.2.5.3.3,1.0
197,2019,Manitoba,2016A000246,Fraud,12 to 15 years,Sex unknown,Single-charge cases,Percentage guilty,v61312570,8.18.2.5.3.4,1.0
198,2019,Manitoba,2016A000246,Fraud,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60359178,8.18.2.5.4.3,4.0
199,2019,Manitoba,2016A000246,Fraud,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312571,8.18.2.5.4.4,0.8
200,2019,Manitoba,2016A000246,Fraud,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60359180,8.18.2.5.4.6,1.0
201,2019,Manitoba,2016A000246,Fraud,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60359186,8.18.2.5.5.6,5.0
202,2019,Manitoba,2016A000246,Fraud,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60359352,8.18.3.5.3.3,1.0
203,2019,Manitoba,2016A000246,Fraud,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61312590,8.18.3.5.3.4,1.0
204,2019,Manitoba,2016A000246,Fraud,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60359358,8.18.3.5.4.3,2.0
205,2019,Manitoba,2016A000246,Fraud,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312591,8.18.3.5.4.4,0.5
206,2019,Manitoba,2016A000246,Fraud,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60359360,8.18.3.5.4.6,2.0
207,2019,Manitoba,2016A000246,Fraud,16 and 17 years,Sex unknown,Related charges,Guilty,v60359364,8.18.3.5.5.3,3.0
208,2019,Manitoba,2016A000246,Fraud,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61312592,8.18.3.5.5.4,0.18
209,2019,Manitoba,2016A000246,Fraud,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60359366,8.18.3.5.5.6,14.0
210,2019,Manitoba,2016A000246,Mischief,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60360194,8.19.2.5.3.6,15.0
211,2019,Manitoba,2016A000246,Mischief,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60360198,8.19.2.5.4.3,9.0
212,2019,Manitoba,2016A000246,Mischief,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312681,8.19.2.5.4.4,0.43
213,2019,Manitoba,2016A000246,Mischief,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60360200,8.19.2.5.4.6,12.0
214,2019,Manitoba,2016A000246,Mischief,12 to 15 years,Sex unknown,Related charges,Guilty,v60360204,8.19.2.5.5.3,31.0
215,2019,Manitoba,2016A000246,Mischief,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61312682,8.19.2.5.5.4,0.22
216,2019,Manitoba,2016A000246,Mischief,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60360206,8.19.2.5.5.6,113.0
217,2019,Manitoba,2016A000246,Mischief,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60360372,8.19.3.5.3.3,1.0
218,2019,Manitoba,2016A000246,Mischief,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61312700,8.19.3.5.3.4,0.11
219,2019,Manitoba,2016A000246,Mischief,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60360374,8.19.3.5.3.6,8.0
220,2019,Manitoba,2016A000246,Mischief,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60360378,8.19.3.5.4.3,25.0
221,2019,Manitoba,2016A000246,Mischief,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312701,8.19.3.5.4.4,0.69
222,2019,Manitoba,2016A000246,Mischief,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60360380,8.19.3.5.4.6,11.0
223,2019,Manitoba,2016A000246,Mischief,16 and 17 years,Sex unknown,Related charges,Guilty,v60360384,8.19.3.5.5.3,32.0
224,2019,Manitoba,2016A000246,Mischief,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61312702,8.19.3.5.5.4,0.25
225,2019,Manitoba,2016A000246,Mischief,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60360386,8.19.3.5.5.6,98.0
226,2019,Manitoba,2016A000246,Mischief,Other ages,Sex unknown,Single-charge cases,Stayed or withdrawn,v60360554,8.19.4.5.3.6,1.0
227,2019,Manitoba,2016A000246,Possess stolen property,12 to 15 years,Sex unknown,Single-charge cases,Guilty,v60361212,8.20.2.5.3.3,3.0
228,2019,Manitoba,2016A000246,Possess stolen property,12 to 15 years,Sex unknown,Single-charge cases,Percentage guilty,v61312790,8.20.2.5.3.4,0.15
229,2019,Manitoba,2016A000246,Possess stolen property,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60361214,8.20.2.5.3.6,17.0
230,2019,Manitoba,2016A000246,Possess stolen property,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60361218,8.20.2.5.4.3,8.0
231,2019,Manitoba,2016A000246,Possess stolen property,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312791,8.20.2.5.4.4,0.62
232,2019,Manitoba,2016A000246,Possess stolen property,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60361220,8.20.2.5.4.6,5.0
233,2019,Manitoba,2016A000246,Possess stolen property,12 to 15 years,Sex unknown,Related charges,Guilty,v60361224,8.20.2.5.5.3,13.0
234,2019,Manitoba,2016A000246,Possess stolen property,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61312792,8.20.2.5.5.4,0.28
235,2019,Manitoba,2016A000246,Possess stolen property,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60361226,8.20.2.5.5.6,34.0
236,2019,Manitoba,2016A000246,Possess stolen property,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60361392,8.20.3.5.3.3,2.0
237,2019,Manitoba,2016A000246,Possess stolen property,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61312810,8.20.3.5.3.4,0.2
238,2019,Manitoba,2016A000246,Possess stolen property,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60361394,8.20.3.5.3.6,8.0
239,2019,Manitoba,2016A000246,Possess stolen property,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60361398,8.20.3.5.4.3,10.0
240,2019,Manitoba,2016A000246,Possess stolen property,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312811,8.20.3.5.4.4,0.56
241,2019,Manitoba,2016A000246,Possess stolen property,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60361400,8.20.3.5.4.6,8.0
242,2019,Manitoba,2016A000246,Possess stolen property,16 and 17 years,Sex unknown,Related charges,Guilty,v60361404,8.20.3.5.5.3,5.0
243,2019,Manitoba,2016A000246,Possess stolen property,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61312812,8.20.3.5.5.4,0.1
244,2019,Manitoba,2016A000246,Possess stolen property,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60361406,8.20.3.5.5.6,47.0
245,2019,Manitoba,2016A000246,Possess stolen property,Other ages,Sex unknown,Single-charge cases,Stayed or withdrawn,v60361574,8.20.4.5.3.6,1.0
246,2019,Manitoba,2016A000246,Possess stolen property,Other ages,Sex unknown,Multiple-charge cases,Guilty,v60361578,8.20.4.5.4.3,1.0
247,2019,Manitoba,2016A000246,Possess stolen property,Other ages,Sex unknown,Multiple-charge cases,Percentage guilty,v61312831,8.20.4.5.4.4,1.0
248,2019,Manitoba,2016A000246,Possess stolen property,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60361586,8.20.4.5.5.6,1.0
249,2019,Manitoba,2016A000246,Other property crimes,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60362234,8.21.2.5.3.6,2.0
250,2019,Manitoba,2016A000246,Other property crimes,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60362238,8.21.2.5.4.3,6.0
251,2019,Manitoba,2016A000246,Other property crimes,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312901,8.21.2.5.4.4,0.35
252,2019,Manitoba,2016A000246,Other property crimes,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60362240,8.21.2.5.4.6,11.0
253,2019,Manitoba,2016A000246,Other property crimes,12 to 15 years,Sex unknown,Related charges,Guilty,v60362244,8.21.2.5.5.3,1.0
254,2019,Manitoba,2016A000246,Other property crimes,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61312902,8.21.2.5.5.4,0.03
255,2019,Manitoba,2016A000246,Other property crimes,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60362246,8.21.2.5.5.6,28.0
256,2019,Manitoba,2016A000246,Other property crimes,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60362418,8.21.3.5.4.3,2.0
257,2019,Manitoba,2016A000246,Other property crimes,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312921,8.21.3.5.4.4,0.4
258,2019,Manitoba,2016A000246,Other property crimes,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60362420,8.21.3.5.4.6,3.0
259,2019,Manitoba,2016A000246,Other property crimes,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60362426,8.21.3.5.5.6,30.0
260,2019,Manitoba,2016A000246,Fail to appear,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60364274,8.23.2.5.3.6,1.0
261,2019,Manitoba,2016A000246,Fail to appear,12 to 15 years,Sex unknown,Related charges,Guilty,v60364284,8.23.2.5.5.3,7.0
262,2019,Manitoba,2016A000246,Fail to appear,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61313122,8.23.2.5.5.4,0.23
263,2019,Manitoba,2016A000246,Fail to appear,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60364286,8.23.2.5.5.6,24.0
264,2019,Manitoba,2016A000246,Fail to appear,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60364454,8.23.3.5.3.6,1.0
265,2019,Manitoba,2016A000246,Fail to appear,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60364458,8.23.3.5.4.3,1.0
266,2019,Manitoba,2016A000246,Fail to appear,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313141,8.23.3.5.4.4,0.5
267,2019,Manitoba,2016A000246,Fail to appear,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60364460,8.23.3.5.4.6,1.0
268,2019,Manitoba,2016A000246,Fail to appear,16 and 17 years,Sex unknown,Related charges,Guilty,v60364464,8.23.3.5.5.3,20.0
269,2019,Manitoba,2016A000246,Fail to appear,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61313142,8.23.3.5.5.4,0.45
270,2019,Manitoba,2016A000246,Fail to appear,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60364466,8.23.3.5.5.6,24.0
271,2019,Manitoba,2016A000246,Fail to appear,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60364646,8.23.4.5.5.6,5.0
272,2019,Manitoba,2016A000246,Breach of probation,12 to 15 years,Sex unknown,Single-charge cases,Guilty,v60365292,8.24.2.5.3.3,1.0
273,2019,Manitoba,2016A000246,Breach of probation,12 to 15 years,Sex unknown,Single-charge cases,Percentage guilty,v61313230,8.24.2.5.3.4,1.0
274,2019,Manitoba,2016A000246,Breach of probation,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60365300,8.24.2.5.4.6,1.0
275,2019,Manitoba,2016A000246,Breach of probation,12 to 15 years,Sex unknown,Related charges,Guilty,v60365304,8.24.2.5.5.3,4.0
276,2019,Manitoba,2016A000246,Breach of probation,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61313232,8.24.2.5.5.4,0.15
277,2019,Manitoba,2016A000246,Breach of probation,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60365306,8.24.2.5.5.6,22.0
278,2019,Manitoba,2016A000246,Breach of probation,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60365472,8.24.3.5.3.3,1.0
279,2019,Manitoba,2016A000246,Breach of probation,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61313250,8.24.3.5.3.4,0.25
280,2019,Manitoba,2016A000246,Breach of probation,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60365474,8.24.3.5.3.6,3.0
281,2019,Manitoba,2016A000246,Breach of probation,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60365478,8.24.3.5.4.3,3.0
282,2019,Manitoba,2016A000246,Breach of probation,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313251,8.24.3.5.4.4,0.75
283,2019,Manitoba,2016A000246,Breach of probation,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60365480,8.24.3.5.4.6,1.0
284,2019,Manitoba,2016A000246,Breach of probation,16 and 17 years,Sex unknown,Related charges,Guilty,v60365484,8.24.3.5.5.3,12.0
285,2019,Manitoba,2016A000246,Breach of probation,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61313252,8.24.3.5.5.4,0.31
286,2019,Manitoba,2016A000246,Breach of probation,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60365486,8.24.3.5.5.6,27.0
287,2019,Manitoba,2016A000246,Breach of probation,Other ages,Sex unknown,Single-charge cases,Guilty,v60365652,8.24.4.5.3.3,1.0
288,2019,Manitoba,2016A000246,Breach of probation,Other ages,Sex unknown,Single-charge cases,Percentage guilty,v61313270,8.24.4.5.3.4,1.0
289,2019,Manitoba,2016A000246,Breach of probation,Other ages,Sex unknown,Multiple-charge cases,Guilty,v60365658,8.24.4.5.4.3,1.0
290,2019,Manitoba,2016A000246,Breach of probation,Other ages,Sex unknown,Multiple-charge cases,Percentage guilty,v61313271,8.24.4.5.4.4,0.5
291,2019,Manitoba,2016A000246,Breach of probation,Other ages,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60365660,8.24.4.5.4.6,1.0
292,2019,Manitoba,2016A000246,Breach of probation,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60365666,8.24.4.5.5.6,4.0
293,2019,Manitoba,2016A000246,Unlawfully at large,12 to 15 years,Sex unknown,Related charges,Guilty,v60366324,8.25.2.5.5.3,1.0
294,2019,Manitoba,2016A000246,Unlawfully at large,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61313342,8.25.2.5.5.4,0.33
295,2019,Manitoba,2016A000246,Unlawfully at large,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60366326,8.25.2.5.5.6,2.0
296,2019,Manitoba,2016A000246,Unlawfully at large,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60366492,8.25.3.5.3.3,3.0
297,2019,Manitoba,2016A000246,Unlawfully at large,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61313360,8.25.3.5.3.4,1.0
298,2019,Manitoba,2016A000246,Unlawfully at large,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60366498,8.25.3.5.4.3,1.0
299,2019,Manitoba,2016A000246,Unlawfully at large,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313361,8.25.3.5.4.4,1.0
300,2019,Manitoba,2016A000246,Unlawfully at large,16 and 17 years,Sex unknown,Related charges,Guilty,v60366504,8.25.3.5.5.3,1.0
301,2019,Manitoba,2016A000246,Unlawfully at large,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61313362,8.25.3.5.5.4,0.33
302,2019,Manitoba,2016A000246,Unlawfully at large,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60366506,8.25.3.5.5.6,2.0
303,2019,Manitoba,2016A000246,Fail to comply with order,12 to 15 years,Sex unknown,Single-charge cases,Guilty,v60367332,8.26.2.5.3.3,1.0
304,2019,Manitoba,2016A000246,Fail to comply with order,12 to 15 years,Sex unknown,Single-charge cases,Percentage guilty,v61313450,8.26.2.5.3.4,0.06
305,2019,Manitoba,2016A000246,Fail to comply with order,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60367334,8.26.2.5.3.6,15.0
306,2019,Manitoba,2016A000246,Fail to comply with order,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60367338,8.26.2.5.4.3,15.0
307,2019,Manitoba,2016A000246,Fail to comply with order,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313451,8.26.2.5.4.4,0.6
308,2019,Manitoba,2016A000246,Fail to comply with order,12 to 15 years,Sex unknown,Multiple-charge cases,Acquitted,v60367339,8.26.2.5.4.5,1.0
309,2019,Manitoba,2016A000246,Fail to comply with order,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60367340,8.26.2.5.4.6,9.0
310,2019,Manitoba,2016A000246,Fail to comply with order,12 to 15 years,Sex unknown,Related charges,Guilty,v60367344,8.26.2.5.5.3,180.0
311,2019,Manitoba,2016A000246,Fail to comply with order,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61313452,8.26.2.5.5.4,0.26
312,2019,Manitoba,2016A000246,Fail to comply with order,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60367346,8.26.2.5.5.6,505.0
313,2019,Manitoba,2016A000246,Fail to comply with order,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60367512,8.26.3.5.3.3,2.0
314,2019,Manitoba,2016A000246,Fail to comply with order,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61313470,8.26.3.5.3.4,0.08
315,2019,Manitoba,2016A000246,Fail to comply with order,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60367514,8.26.3.5.3.6,22.0
316,2019,Manitoba,2016A000246,Fail to comply with order,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60367518,8.26.3.5.4.3,29.0
317,2019,Manitoba,2016A000246,Fail to comply with order,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313471,8.26.3.5.4.4,0.71
318,2019,Manitoba,2016A000246,Fail to comply with order,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60367520,8.26.3.5.4.6,12.0
319,2019,Manitoba,2016A000246,Fail to comply with order,16 and 17 years,Sex unknown,Related charges,Guilty,v60367524,8.26.3.5.5.3,195.0
320,2019,Manitoba,2016A000246,Fail to comply with order,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61313472,8.26.3.5.5.4,0.26
321,2019,Manitoba,2016A000246,Fail to comply with order,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60367526,8.26.3.5.5.6,562.0
322,2019,Manitoba,2016A000246,Fail to comply with order,Other ages,Sex unknown,Single-charge cases,Guilty,v60367692,8.26.4.5.3.3,1.0
323,2019,Manitoba,2016A000246,Fail to comply with order,Other ages,Sex unknown,Single-charge cases,Percentage guilty,v61313490,8.26.4.5.3.4,0.17
324,2019,Manitoba,2016A000246,Fail to comply with order,Other ages,Sex unknown,Single-charge cases,Stayed or withdrawn,v60367694,8.26.4.5.3.6,5.0
325,2019,Manitoba,2016A000246,Fail to comply with order,Other ages,Sex unknown,Multiple-charge cases,Guilty,v60367698,8.26.4.5.4.3,5.0
326,2019,Manitoba,2016A000246,Fail to comply with order,Other ages,Sex unknown,Multiple-charge cases,Percentage guilty,v61313491,8.26.4.5.4.4,0.5
327,2019,Manitoba,2016A000246,Fail to comply with order,Other ages,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60367700,8.26.4.5.4.6,5.0
328,2019,Manitoba,2016A000246,Fail to comply with order,Other ages,Sex unknown,Related charges,Guilty,v60367704,8.26.4.5.5.3,18.0
329,2019,Manitoba,2016A000246,Fail to comply with order,Other ages,Sex unknown,Related charges,Percentage guilty,v61313492,8.26.4.5.5.4,0.38
330,2019,Manitoba,2016A000246,Fail to comply with order,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60367706,8.26.4.5.5.6,30.0
331,2019,Manitoba,2016A000246,Other administration of justice,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60368354,8.27.2.5.3.6,1.0
332,2019,Manitoba,2016A000246,Other administration of justice,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60368358,8.27.2.5.4.3,5.0
333,2019,Manitoba,2016A000246,Other administration of justice,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313561,8.27.2.5.4.4,0.71
334,2019,Manitoba,2016A000246,Other administration of justice,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60368360,8.27.2.5.4.6,2.0
335,2019,Manitoba,2016A000246,Other administration of justice,12 to 15 years,Sex unknown,Related charges,Guilty,v60368364,8.27.2.5.5.3,6.0
336,2019,Manitoba,2016A000246,Other administration of justice,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61313562,8.27.2.5.5.4,0.17
337,2019,Manitoba,2016A000246,Other administration of justice,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60368366,8.27.2.5.5.6,30.0
338,2019,Manitoba,2016A000246,Other administration of justice,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60368538,8.27.3.5.4.3,10.0
339,2019,Manitoba,2016A000246,Other administration of justice,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313581,8.27.3.5.4.4,0.91
340,2019,Manitoba,2016A000246,Other administration of justice,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60368540,8.27.3.5.4.6,1.0
341,2019,Manitoba,2016A000246,Other administration of justice,16 and 17 years,Sex unknown,Related charges,Guilty,v60368544,8.27.3.5.5.3,12.0
342,2019,Manitoba,2016A000246,Other administration of justice,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61313582,8.27.3.5.5.4,0.23
343,2019,Manitoba,2016A000246,Other administration of justice,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60368546,8.27.3.5.5.6,40.0
344,2019,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Single-charge cases,Guilty,v60369372,8.28.2.5.3.3,2.0
345,2019,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Single-charge cases,Percentage guilty,v61313670,8.28.2.5.3.4,0.33
346,2019,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60369374,8.28.2.5.3.6,4.0
347,2019,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60369378,8.28.2.5.4.3,34.0
348,2019,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313671,8.28.2.5.4.4,0.45
349,2019,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Multiple-charge cases,Acquitted,v60369379,8.28.2.5.4.5,1.0
350,2019,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60369380,8.28.2.5.4.6,40.0
351,2019,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Related charges,Guilty,v60369384,8.28.2.5.5.3,35.0
352,2019,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61313672,8.28.2.5.5.4,0.12
353,2019,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Related charges,Acquitted,v60369385,8.28.2.5.5.5,1.0
354,2019,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60369386,8.28.2.5.5.6,252.0
355,2019,Manitoba,2016A000246,Other Criminal Code,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60369552,8.28.3.5.3.3,5.0
356,2019,Manitoba,2016A000246,Other Criminal Code,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61313690,8.28.3.5.3.4,0.45
357,2019,Manitoba,2016A000246,Other Criminal Code,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60369554,8.28.3.5.3.6,6.0
358,2019,Manitoba,2016A000246,Other Criminal Code,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60369558,8.28.3.5.4.3,73.0
359,2019,Manitoba,2016A000246,Other Criminal Code,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313691,8.28.3.5.4.4,0.64
360,2019,Manitoba,2016A000246,Other Criminal Code,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60369560,8.28.3.5.4.6,41.0
361,2019,Manitoba,2016A000246,Other Criminal Code,16 and 17 years,Sex unknown,Related charges,Guilty,v60369564,8.28.3.5.5.3,48.0
362,2019,Manitoba,2016A000246,Other Criminal Code,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61313692,8.28.3.5.5.4,0.1
363,2019,Manitoba,2016A000246,Other Criminal Code,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60369566,8.28.3.5.5.6,446.0
364,2019,Manitoba,2016A000246,Other Criminal Code,Other ages,Sex unknown,Multiple-charge cases,Guilty,v60369738,8.28.4.5.4.3,1.0
365,2019,Manitoba,2016A000246,Other Criminal Code,Other ages,Sex unknown,Multiple-charge cases,Percentage guilty,v61313711,8.28.4.5.4.4,0.33
366,2019,Manitoba,2016A000246,Other Criminal Code,Other ages,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60369740,8.28.4.5.4.6,2.0
367,2019,Manitoba,2016A000246,Other Criminal Code,Other ages,Sex unknown,Related charges,Guilty,v60369744,8.28.4.5.5.3,4.0
